Date,Close-Stock-1,Close-Stock-2,Close-Stock-3,Close-Stock-4,Close-Stock-5
2011-08-04,480.29897917640307,202.50963409997954,3082.113677307428,999.8189418471089,1295.1201401826333
2011-08-05,469.4401533287914,194.70776682729817,3049.5727500440503,960.0962375883568,1223.5453399228645
2011-08-08,468.0741393588091,194.90322477023167,3070.1691932352246,959.9927260560303,1241.1266141407243
2011-08-09,465.37535984529825,198.75792111718965,3113.7912910184673,949.961493530229,1211.4115181087834
2011-08-10,475.40900919813373,198.4447128911966,3167.938860020227,964.4762958486881,1241.7083432897384
2011-08-11,480.8083198793811,199.57100445107878,3156.2456395517065,950.7242890118598,1228.795308299715
2011-08-12,467.4906231239527,198.15463586489244,3214.254209654326,942.2088541478081,1209.0298504063942
2011-08-16,460.51911007892835,199.61793839149425,3259.2813146012627,939.9868727766374,1215.6565701239933
2011-08-17,467.74639249306347,204.49539536596555,3251.3164620087155,914.7493668682273,1183.1347040925896
2011-08-18,466.54614325373956,204.51824856407865,3204.3885718280303,866.8662138386665,1105.8365977139788
2011-08-19,456.85240695867725,201.4422571861117,3170.5984610755013,834.8555914529762,1062.626258301979
2011-08-22,455.73344672496745,200.6330944121397,3250.720365711997,843.1684323232428,1037.8953680164811
2011-08-23,453.6766504906472,200.94068382121515,3280.6613427466386,843.2472376098594,1084.395118100818
2011-08-24,456.61634282746377,201.7159542402005,3226.952490999376,847.3491803564984,1078.4059034163115
2011-08-25,445.1677365703009,202.4835537214491,3242.16223224636,833.5895512936627,1018.3471766616301
2011-08-26,442.46589927282236,197.55680298266464,3277.1048246414043,822.1650854398785,1007.3977959753597
2011-08-29,454.406286677216,200.0587259214311,3274.3689620766754,857.2415892106646,1039.9806761157633
2011-08-30,467.91520865485677,200.10195531019397,3262.5610627435826,874.172885432315,1070.8280458737859
2011-09-02,470.83522917608843,201.38191016469702,3270.3407442289317,885.6324678843247,1058.7234121763647
2011-09-05,467.29839377851397,201.8090430222102,3284.219374786701,876.5084847563164,1100.5869069790263
2011-09-06,467.61443737419233,201.96463025035828,3237.6514292837533,872.4727884983058,1116.3022058619028
2011-09-07,486.3835732943824,200.60390124443038,3221.4258139748263,901.025447016651,1152.894266430318
2011-09-08,481.1948599413804,199.22186215069786,3179.7671053025824,907.4095155497375,1147.6434852292762
2011-09-09,476.9137993559891,198.0598497323652,3190.9584502705575,901.8579867635701,1116.6068641582665
2011-09-12,466.5881112888732,196.04199357788949,3185.0781177011763,860.2094626587576,1055.7753292179168
2011-09-13,469.38189883639933,197.81039917845496,3166.538938358969,855.5697282524483,1061.0114631159138
2011-09-14,473.35062577387356,197.07394959815133,3119.9319076049287,852.3474597337453,1072.7410560759236
2011-09-15,477.81022861758254,197.5862737169278,3114.766242510887,861.2371299247837,1089.8054191100323
2011-09-16,482.2518079555208,198.5366873156388,3070.495846695871,879.798477635057,1125.4966783475077
2011-09-19,482.1608743135258,195.52665330461426,3039.441777692195,859.3404314802794,1105.821711518794
2011-09-20,489.3862170595274,197.6531000281003,3079.298125427974,879.4036241359604,1133.9947112363272
2011-09-21,493.90143694732666,197.60673837504245,3082.170337327815,896.2461586928214,1148.2875410671559
2011-09-22,473.3202283398574,192.25048067958804,3103.470062892114,865.4685111419425,1121.609924457626
2011-09-23,455.9509293544751,191.77061000507672,3115.3324840355913,852.8082042726422,1085.7467707688033
2011-09-26,445.356630002436,187.18783691062532,3059.3023989676126,856.958868997423,1049.134784418121
2011-09-27,457.79106888998217,192.65714956795858,3080.420616143868,890.9905977324684,1080.7810038702519
2011-09-28,455.8405028673375,195.39488730520304,3121.543054564118,864.9251727049221,1074.53470123713
2011-09-29,469.96505692972426,200.9368569728035,3144.8962350586644,884.0109784155877,1070.0648595289863
2011-09-30,470.6462295964336,198.5871817149655,3134.973235690708,872.0435521954547,1029.0479822526872
2011-10-03,454.7503237533713,194.61075898641803,3103.2470625721176,839.5894809049909,987.3641278415878
2011-10-04,447.56168682848084,192.32375283602158,3125.310824186047,808.271891437703,970.6506579375832
2011-10-05,444.91457845388715,195.66941577541743,3010.5031279268505,771.528599580681,951.0085889848613
2011-10-07,451.95714252278054,198.52064728808583,3092.2472326736947,826.3017792638952,1028.4038881708943
2011-10-10,454.4239778095712,200.36235010485535,3163.576455614486,837.2703320269111,1039.8130403853907
2011-10-11,460.1937340691283,200.56821490424613,3166.062818368179,841.2988758703763,1060.6327664806552
2011-10-12,461.1551378730826,203.24833113737853,3171.8911918546187,852.2926335841154,1072.741138225318
2011-10-13,470.9140919486026,203.03729119385847,3165.711444777445,879.152358323661,1091.8692102977054
2011-10-14,471.32655048509537,204.9903546760113,3139.3229541191085,890.7443405544136,1106.3279762272853
2011-10-17,476.80386331217426,205.54950617056636,3137.6621130841654,895.7651568545552,1127.0105151988541
2011-10-18,476.76748918664373,204.3716644889046,3098.3361457836227,870.501825017266,1087.9668975053291
2011-10-19,489.8653677416571,206.09230765610354,3103.9371596901506,902.5386099407324,1130.7382156946856
2011-10-20,485.40671219641047,204.92091938460976,3138.7566238257173,874.2228284777523,1116.0974706470427
2011-10-21,486.99809717537283,205.16628056670473,3057.905798990979,873.5807617882383,1130.084223260739
2011-10-24,489.15844509697746,207.17786200868363,3033.824276153324,877.8464023889964,1176.1964376599599
2011-10-25,458.8114705251226,209.52439335371218,3048.802632443917,868.0245197178964,1129.9128754058486
2011-10-26,471.83356970500705,212.41599754071072,3057.9997954521223,869.7315167452957,1127.3395877271705
2011-10-28,484.37032678087246,214.50321741167846,3062.2906039810996,928.044494594378,1169.9417080000724
2011-10-31,486.7830499355471,213.20298489479458,3151.09490850875,938.2132956158515,1156.9590086938106
2011-11-01,485.65418077906236,209.17476714677488,3138.0509936577123,900.1050331505332,1141.3306272801892
2011-11-02,485.9935904803545,209.5934459283062,3143.6510432670916,885.4220952661173,1131.4040512998297
2011-11-03,476.6857174089464,209.5478986679714,3150.6672977682965,878.6769985894588,1112.7506123249905
2011-11-04,482.2085878185774,210.41138569951983,3235.6020528062277,883.7565625364584,1135.5524691234891
2011-11-08,482.339492763387,210.42520892214696,3194.954953270954,875.9765527051526,1143.108874300692
2011-11-09,478.84688347575235,212.45917259547764,3142.018837996654,869.3557679291656,1122.6791174354105
2011-11-11,467.3991310923093,213.3985524122032,3102.3929271715615,821.6718833793169,1067.0601802426208
2011-11-14,476.79150043071644,213.07418750515728,3106.3948198818657,819.464303280859,1060.2853399855014
2011-11-15,474.78367247390906,211.5282247181379,3061.952918683788,794.7524554538459,1017.3259626140621
2011-11-16,465.43505448844564,211.31985471082768,3037.0497952969795,786.5393672421297,994.4632118749091
2011-11-17,462.48316987738787,208.7660799668794,3034.7421236969844,784.6271923402358,990.7174537276804
2011-11-18,455.8262429079935,201.7581607928826,3060.175519312233,756.1832948074177,951.1813223631137
2011-11-21,445.40427042934544,200.29069031277373,2975.2031787522287,737.4365452084068,958.0051355455838
2011-11-22,444.17518026807085,197.5447514777918,2944.999648326225,745.441219899117,944.9153184564452
2011-11-23,420.6884467436533,191.86344572217843,2875.1917208063874,718.1468056258907,930.5981885793387
2011-11-24,421.206428826107,191.85330710462674,2856.5112665900792,727.8462194981878,954.7231312932249
2011-11-25,427.63208726641216,192.67210812431617,2943.5617739708846,723.3802285077587,969.1663827384208
2011-11-28,439.82736865477693,197.19910992743803,2950.0055052958814,746.778227142471,988.1199571391071
2011-11-29,437.343955520745,196.9546931305794,2940.3859880228115,734.4070426386163,982.64908855481
2011-11-30,444.7092794298943,199.41594682480678,2893.1831059496453,715.4162124091589,955.9371529733293
2011-12-01,456.4030386485342,204.67680031839305,2819.140973811955,766.3704190400459,979.9634126512317
2011-12-02,463.00537643185663,205.49640700546556,2840.2075061736596,780.7317280263069,992.9041409661231
2011-12-05,461.43726927518395,203.8534721871127,2862.8622277013806,778.6730290073793,1023.6588191222343
